Domain_Name,Organization_Name
kvnazira.com,"Kendriya Vidyalaya ONGC Nazira, Assam"
kvnewbongaigaon.org,"Kendriya Vidyalaya, New Bongaigaon, Assam"
kvnfcnagar.ap.nic.in,"Kendriya Vidyalaya, NFC Nagar, Ghatkesar, Andhra Pradesh"
kvnhpc.com,"Kendriya Vidyalya, No-2 NHPC, Champawat, Uttrakhand"
kvnhpclok.org,"Kendriya Vidyalaya NHPC, Loktak, Manipur"
kvnkjkatni.com,"Kendriya Vidyalaya NKJ Katni, Madhya Pradesh"
kvno1afshindan.org,"Kendriya Vidyalaya, No.1 A.F.S, Hindan, Ghaziabad, Uttar Pradesh"
kvno1afssuratgarh.nic.in,"Kendriya Vidyalaya No. 1, AFS, Suratgarh, Rajasthan"
kvno1halwara.net,"Kenriya Vidyalaya No-1,Air force station Halwara, Punjab"
kvno1itanagar.org,"Kendriya Vidyalaya No.1, Itanagar, Arunachal Pradesh"
kvno1jipmer.nic.in,"kendriya Vidyalaya No.1, Jipmer Campus, Puducherry"
kvno1kota.nic.in,"Kendriya Vidyalaya No. 1, Kota, Rajasthan"
kvno1srinagar.org,"Kendriya Vidyalaya No.1, Srinagar, Jammu and Kashmir"
kvno2halwara.com,"Kendriya Vidyalaya No.2, AFS, Halwara, Punjab"
kvno2rewa.com,"Kendriya Vidyalaya No. 2, Rewa, Madhya Pradesh"
kvno3amritsar.com,"Kendriya Vidyalaya No.3 Amritsar, Punjab"
kvno3bbsr.org,"Kendriya Vidyalaya No.3, Bhubaneswar, Odisha"
kvno4jaipur.org,"Kendriya Vidyalaya No.4, Jaipur, Rajasthan"
kvnowroz.com,"Kendriya Vidyalaya Nowrozabad, Madhya Pradesh"
kvntpcanta.org.in,"Kendriya Vidyalaya, NTPC, Anta, Rajasthan"
kvntpckayamkulam.nic.in,"Kendriya Vidyalaya NTPC, Kayamkulam, Kerala"
kvntpckorba.com,"Kendriya Vidyalaya NTPC Korba, Chhattisgarh"
kvnubra.in,"Kendriya Vidyalaya, Nubra"
kvocfavadi.tn.nic.in,"Kendriya Vidyalaya OCF, Avadi, Chennai, Tamil Nadu"
kvofchanda.org.in,"Kendriya Vidyalaya Ordnance Factory, Chandrapur, Maharashtra"
kvofdehuroad.com,"Kendriya Vidyalaya No.2 Ordnance, Dehu Road, Pune"
kvofdumdum.in,"Kendriya Vidyalaya Ordnance Factory Dum Dum, Kolkata"
kvofkjabalpur.com,"Kendriya Vidyalaya Khamaria, Jabalpur, Madhya Pradesh"
kvofvarangaon.org,"Kendriya Vidyalaya Ordnance factory, Varangaon, Jalgaon, Maharashra"
kvolf.in,"Kendriya Vidyalaya OLF, Raipur, Dehradun"
kvongcbrd.com,"Kendriya Vidyalaya No.4 ONGC - Vadodara, Gujarat"
kvongcddn.net,"Kendriya Vidyalaya, ONGC, Dehradun"
kvongcmehsana.org,"Kendriya Vidyalaya ONGC Mehsana, Gujarat"
kvongcpanvel.com,"Kendriya Vidyalaya ONGC Panvel, Maharashtra"
kvongcrjy.ap.nic.in,"Kendriya Vidyalaya, ONGC Base Complex, Rajahmundry"
kvongcrjy.edu.in,"Kendriya Vidyalaya, ONGC, Rajamundry, Andhra Pradesh"
kvongcsurat.org,"Kendriya Vidyalaya No.3, ONGC, Surat, Gujarat"
kvottapalam.nic.in,"Kendriya Vidyalaya Ottapalam, Kerala"
kvpalwal.edu.in,"Kendriya Vidyalaya, Karna, Palwal, Haryana"
kvpanchgram.edu.in,"Kendriya Vidyalaya HPC Panchgram, Assam"
kvpanna.edu.in,"Kendriya Vidyalaya, Panna, Madhya Pradesh"
kvparadip.nic.in,"Kendriya Vidyalaya, Paradip Port, Odisha"
kvpaschimvihar.edu.in,"Kendriya Vidyalaya Paschim Vihar, New Delhi"
kvpasighat.org.in,"Kendriya Vidyalaya Pasighat, Arunachal Pradesh"
kvpatratu.org,"Kendriya Vidyalaya Patratu, Ramgarh, Jharkhand"
kvpayyanur.edu.in,"Kendriya Vidyalaya, Payyanur, Kerala"
kvphulera.org,"Kendriya Vidyalaya Phulera, Rajasthan"
kvphulpur.org,"Kendriya Vidyalaya Phulpur, Allahabad, Uttar Pradesh"
kvpicket.ap.nic.in,"Kendriya Vidyalaya, Picket, Secunderabad, Andhra Pradesh"
kvpragativihar.edu.in,"Kendriya Vidyalaya, Pragati Vihar, New Delhi"
kvptkochi.gov.in,"Kendriya Vidyalaya Port Trust, Kochi, Kerala"
kvpuri.nic.in,"Kendriya Vidyalaya, Puri, Odisha"
kvraichur.ac.in,"Kendriya Vidyalaya Raichur, Karnataka"
kvraigarh.com,"Kendriya Vidyalaya Raigarh, Chhattisgarh"
kvrajgarh.org.in,"Kendriya Vidyalaya, Rajgarh, Madhya Pradesh"
kvrajkot.org,"Kendriya Vidyalaya Rajkot, Gujarat"
kvramagundam.ap.nic.in,"Kendriya Vidyalaya, Ramagundam, Andhra Pradesh"
kvrameswaram.tn.nic.in,"Kendriya Vidyalaya, Rameswaram, Tamil Nadu"
kvrangapahar.org,"Kendriya Vidyalaya Ranagapahar, Nagaland"
kvraupusa.org,"Kendriya Vidyalaya, Rau, Samastipur, Bihar"
kvrewari.org,"Kendriya Vidyalaya Rewari, Haryana"
kvrihandnagar.org,"Kendriya Vidyalaya Rihandnagae, Uttar Pradesh"
kvrkl.org,"Kendrya Vidyalaya Sector-6, Rourkela, Odisha"
kvrohtak.in,"Kendriya Vidyalaya Rohtak, Haryana"
kvsaharsa.org,"Kenndriya Viyalaya Saharsa, Bihar"
kvsalua.co.in,"Kendriya Vidyalaya, Air Force Station, Salua, West Bengal"
kvsamastipur.org,"Kendriya Vidyalaya, East Central Railway, Samastipur, Bihar"
kvsamba.org,"Kendriya Vidyalaya, Samba, Jammu and Kashmir "
kvsambalpur.org.in,"Kendriya Vidyalaya, Sambalpur, Odisha"
kvsangathan.nic.in,Kendriya Vidyalaya Sangathan (KVS)
kvsappkda.nic.in,"Kendriya Vidyalaya, SAP Camp, Peroorkada,  Kerala"
kvsarni.org,"Kendriya Vidyalaya Sarni, Madhya Pradesh"
kvsatna.com,"Kendriya Vidyalaya, Satna, Madhya Pradesh"
kvsdelhiregion.org,"Kendriya Vidyalaya Sangathan, Delhi Region"
kvsec3rohini.edu.in,"Kendriya Vidyalaya, Sec - 3, Rohini, Delhi"
kvsec5dwarka.org.in,"Kendriya Vidyalaya Sector-5, Dwarka, New delhi"
kvsecljamuna.com,"Kendriya Vidyalaya Jamuna Colliery, Madhya Pradesh"
kvsect22rohini.edu.in,"Kendriya Vidyalaya sector-22, Rohini At D-16, sector-3, Rohini, Delhi"
kvsector8rkpuram.edu.in,"Kendriya Vidyalaya Sector 8 - RK Puram, New Delhi"
kvsehoremp.org,"Kendriya Vidyalaya  Sehore, Madhya Pradesh"
kvseoni.com,"Kendriya Vidyalaya Seoni, Madhya Pradesh"
kvsevokeroad.in,"Kendriya Vidyalaya, Sevoke Road, West Bengal"
kvshahdol.com,"Kendriya Vidayalaya Shahdol, Madhya Pradesh"
kvshahibaug.org,"Kendriya Vidyalaya No.1 Shahibaug, Ahmedabad, Gujarat"
kvshaktinagar.org,"Kendriya Vidyalaya, Shaktinagar, Uttar Pradesh"
kvsheohar.org,"Kendriya Vidyalaya Sheohar, Bihar"
kvshivpuri.org.in,"Kendriya Vidyalaya, Shivpuri, Madhya Pradesh"
kvsikar.org,"Kendriya Vidyalaya Sikar, Rajasthan"
kvsingharsi.org.in,"Kendriya Vidyalaya, Air Force Station, Sinagharsi, Jharkhand"
kvsivaganga.tn.nic.in,"Kendriya Vidyalaya, Sivaganga, Tamilnadu"
kvsjaipur.nic.in,"Kendriya Vidyalaya Sangathan (KVS),  Regional Office, Jaipur"
kvskolkata.org.in,"Kendriya Vidyalaya Sangathan (KVS), Regional Office, Kolkata "
kvsm.org,"Kendriya Vidyalaya, Seoni Malwa, Madhya Pradesh"
kvsonpur.com,"Kendriya Vidyalaya Sonpur, Bihar"
kvspgdwarka.org,Kendriya Vidyalaya SPG Complex Sec-8 Dwarka(Gurgaon Region)
kvspmhoshangabad.nic.in,"Kendriya Vidyalaya, Hoshangabad, Madhya Pradesh"
kvsrikakulam.ap.nic.in,"Kendriya Vidyalaya,  Peddapadu, Srikakulam"
kvsrikona.org,"Kendriya Vidyalaya ONGC, Srikona, Assam"
kvsroagra.org,"Kendriya Vidyalaya Sangathan, Regional Office, Agra"
kvsroahmedabad.org,"Kendriya Vidyalaya Sangathan (KVS), Ahmedabad, Gujurat"
kvsrobangalore.org,"Kendriya Vidyalaya Sangathan (KVS), Bangalore Region"
kvsrobbs.org,"Kendriya Vidyalaya Sangathan, Regional Office, Bhubaneswar"
kvsrobhopal.org.in,"Kendriya Vidyalaya Sangathan Bhopal Region, Madhya Pradesh"
kvsrochandigarh.org,"Kendrya Vidyalaya Sangathan,Regional Office, Chandigarh"
kvsrochennai.tn.nic.in,"Kendriya Vidyalaya Sangathan, Chennai Region, Tamil Nadu"
kvsrodehradun.in,"Kendriya Vidyalaya Sangathan, Regional Office, Dehradun"
kvsrodelhi.org,"Kendriya Vidyalaya Sangathan, Regional Office, Delhi"
kvsroernakulam.nic.in,"Kendriya Vidyalaya Sangathan, Regional Office, Ernakulam"
kvsrogurgaon.in,"Kendriya Vidyalaya Sangathan, Gurgaon Region"
kvsroguwahati.org,"Kendriya Vidyalaya Sangathan, Regional Office, Guwahati "
kvsrohyd.org,"Kendriya Vidyalaya Sangathan, Regional Office, Hyderabad"
kvsrohyd.org,"Kendriya Vidyalaya Sangathan (KVS), Hyderabad Region"
kvsrojabalpur.org,"Kendrya Vidyalaya Sangathan,Regional Office, Jabalpur, Madhya Pradesh"
kvsrojammu.org,"Kendriya Vidyalya Sangthan, Jammu"
kvsrolucknow.org.in,"Kendriya Vidyalaya Sangathan, Regional Office, Lucknow"
kvsromumbai.gov.in,"Kendriya Vidyalaya Sangathan, Regional Office, Mumbai, Maharashtra"
kvsropatna.org,"Kendriya Vidyalaya Sangathan, Regional Office, Patna"
kvsroraipur.org,"Kendriya Vidyalaya Sangathan, Regional Office, Raipur"
kvsroranchi.org.in,"Kendriya Vidyalaya Sangathan, Regional Office, Ranchi"
kvsrosilchar.com,"Kendriya Vidyalaya Sangathan (KVS), Regional Office, Silchar "
kvsrotinsukia.org,"Kendriya Vidyalaya Sangathan, Regional Office, Tinsukia"
kvsrovaranasi.edu.in,"Kendriya Vidyalaya Sangathan, Regional Office, Varanasi"
kvsteelplant.ap.nic.in,"Kendriya Vidyalaya, Steel Plant, Visakhapatnam"
kvsulur.tn.nic.in,"Kendriya Vidyalaya Air Force Station, Sulur"
kvsundargarh.org,"Kendriya Vidyalaya Sundargarh, Odisha"
kvsunjuwan.com,"Kendriya Vidyalaya Sunjwan, Jammu and Kashmir"
kvsuratgarhcantt.nic.in,"Kendriya Vidyalaya Suratgarh Cantt, Rajasthan"
kvsurda.org.in,"Kendriya Vidyalaya, Surda, Jharkhand"
kvsuryalanka.ap.nic.in,"Kendriya Vidyalaya, AFS Suryalanka, Bapatla"
kvsvpnpaap.org,"Kendriya Vidyalaya, Shivarampally, Hyderabad"
kvszietchandigarh.org,"Zonal Institute of Education and Training (ZIET), Kendriya Vidyalaya Sangathan (KVS), Chandigarh"
kvszietgwalior.org,"Kendriya Vidyalaya Sangathan Zonal Institute of Education and Training (ZIET), Madhya Pradesh"
kvtatanagar.org.in,"Kendriya Vidyalaya Tatanagar, Jharkhand"
kvtehran.ir,"Kendriya Vidyalaya (Embassy of India School), Tehran, Iran"
kvtfrijbp.com,"Kendriya Vidyalaya Jabalpur TFRI, Madhya Pradesh"
kvthakkolam.tn.nic.in,"Kendriya Vidyalaya, Thakkolam, Vellore, Tamil Nadu"
kvthanjavur.org,"Kendriya Vidyalaya, Thanjavur, Tamil Nadu"
kvthrissur.nic.in,"Kendriya Vidyalaya, Puranattukara, Thrissur"
kvtinsukia.org,"Kendriya Vidyalaya Tinsukia, Assam"
kvtirumalagiri.edu.in,"Kendriya Vidyalaya, Tirumalagiri, Secunderabad"
kvtrichy2.tn.nic.in,"Kendriya Vidyalaya, HAPP, Tiruchirappalli, Tamil Nadu"
kvtrichyone.tn.nic.in,"Kendriya Vidyalaya, No.1, Triuchirapalli, Tamilnadu"
kvtura.org,"Kendriya Vidyalaya, Tura, West Garo Hills, Meghalaya"
kvtvmalai.tn.nic.in,"Kendriya Vidyalaya, Tiruvannamalai"
kvujjain.org.in,"Kendriya Vidyalaya Ujjain, Madhya Pradesh"
kvumaria.com,"Kendriya Vidyalaya Umaria, Madhya Pradesh"
kvunnao.ac.in,"Kendriya Vidyalaya, Dahi Chowki, Unnao, Uttar Pradesh"
kvuri.com,"Kendriya Vidyalaya, Uri"
kvutarlai.org,"Kendriya Vidyalaya Air Force Station, UtarlaiBarmer, Rajasthan"
kvvasantkunj.org.in,"Kendriya Vidyalaya, Vasant Kunj, New Delhi"
kvvayusenanagar.edu.in,"Kendriya Vidyalaya  Vayusena Nagar, Nagpur, Maharashtra"
kvvijayanarayanam.tn.nic.in,"Kendriya Vidyalaya,Vijayanarayanam,Tirunelveli,Tamil Nadu"
kvvirudhunagar.tn.nic.in,"Kendriya Vidyalaya, Virudhunagar, Tamilnadu"
kvwaltair.ap.nic.in,"Kendriya Vidyalaya, Waltair, Andhra Pradesh"
kvwellington.tn.nic.in,"Kendriya Vidyalaya,Wellington,The Nilgiris"
labour.gov.in,Ministry of Labour and Employment
labourbureau.gov.in,"Labour Bureau, Ministry of Labour & Employment, Govt. of India."
labourbureaucpi.gov.in,Labour Bureau Comsumer Price Index
lal-imli.com,"Lal-imli - Legends in the field of worsted and woollen Products, Cawnpore Woollen Mills Branch, Kanpur"
lalitkala.gov.in,"Lalit Kala Akademi, National Academy of Fine Art, New Delhi"
lansdownecb.org.in,"Cantonment Board, Lansdowne, Uttarakhand"
larpm.gov.in,"Laboratory for Advanced Research in Polymeric Materials (LARPM), CIPET"
lawcommissionofindia.nic.in,Law Commission of India
lawmin.nic.in,Ministry of Law and Justice
lbsnaa.gov.in,Lal Bahadur Shastri National Academy of Administration (LBSNAA)
ldo.gov.in,"Land and Development Office, Ministry of Urban Development"
legalaffairs.gov.in,Department of Legal Affairs
legislative.gov.in,Legislative Department
legislativebodiesinindia.gov.in,Legislative Bodies in India
lgdirectory.gov.in,Local Government Directory (LGD)
lhmc-hosp.gov.in,"Lady Hardinge Medical College, New Delhi"
lib.icar.gov.in,Indian Council of Agricultural Research - Online Library Catalog
lichousing.com,LIC Housing Finance Limited
licindia.in,LIC - Life Insurance Corporation of India
lifecarehll.com,HLL Lifecare Limited
liiofindia.org,Legal Information Institute of India (LII of India)
lmis.gov.in,"National Labour Market Information System,  National Skill Development Agency"
lncpe.gov.in,"Lakshmibai National College of Physical Education (LNCPE), Thiruvananthapuram"
lnipe.edu.in,"Lakshmibai National Institute of Physical Education (LNIPE), Gwalior"
lnupe.gov.in,"Lakshmibai National University of Physical Education, Gwalior"
localisation.gov.in,Localisation in e - Governance
localization.gov.in,Localisation in e-Governance by MietY
loksabha.gov.in,Lok Sabha
loksabhahindi.nic.in,Loksabha (Hindi)
loksabhatv.nic.in,Lok Sabha Television (LSTV)
lpsc.gov.in,"Liquid Propulsion Systems Centre, Indian Space Research Organisation (ISRO), Thiruvananthapuram, Kerala"
lrsitbrd.nic.in,Lala Ram Swarup Institute of Tuberculosis and Respiratory Diseases
ltu.gov.in,Large Taxpayer Units
madad.gov.in,"Consular Services Management System, Ministry of External Affairs"
madrasfert.co.in,Madras Fertilizers Limited (MFL)
maef.nic.in,Maulana Azad Education Foundation
mahanhm.gov.in,"National Horticulture Mission,NHM, Maharashtra"
maharashtra.bsnl.co.in,Maharashtra Telecom Circle
maharashtra.nic.in,"Maharashtra State Centre, National Informatics Centre (NIC)"
maharashtrapost.gov.in,"Maharashtra Postal Circle, Department of Posts"
mahilasamakhya.cg.gov.in,"Mahila Samakhya Society, Chhattisgarh"
makaias.gov.in,Maulana Abul Kalam Azad Institute of Asian Studies (MAKAIAS)
makeinindia.com,Make in India - A National Program designed to transform India into a global manufacturing hub
makeinindiadefence.gov.in,"Make in India Defence Production, Ministry of Defence"
manage.gov.in,National Institute of Agricultural Extension Management (MANAGE)
manav.gov.in,MANAV - Human Atlas Initiative by Department of Biotechnology
manit.ac.in,"Maulana Azad National Institute of Technology, Bhopal"
manuu.ac.in,Maulana Azad National Urdu University
mapservice.gov.in,National Portal of Map Services powered by Bharatmaps GIS Platform
math.tifrbng.res.in,"TIFR Centre For Applicable Mathematics, Bangalore"
mazagondock.in,Mazagon Dock Shipbuilders Limited
mca.gov.in,Ministry of Corporate Affairs
mcc.nic.in,Medical Counseling Committee (MCC) - All India Quota Medical / Dental Seats
mciindia.org,Medical Council of India (MCI)
mcl.gov.in,Mahanadi Coalfields Limited (MCL)
mcltenders.gov.in,"eTenders - Mahanadi Coalfields Limited, Sambalpur, Odisha"
mdi.nic.in,"Materials Database of India, Indira Gandhi Centre for Atomic Research (IGCAR), Kalpakkam"
mdm.nic.in,"Mid Day Meal Scheme, Ministry of Human Resource Development"
mdoner.gov.in,Ministry of Development of North Eastern Region
mea.gov.in,Ministry of External Affairs
meafsi.gov.in,"Foreign Service Institute (FSI), Ministry of External Affairs"
mealib.nic.in,"Library, Ministry of External Affairs"
meaprotocol.nic.in,"Protocol Division, Ministry of External Affairs"
meatel.nic.in,"Ministry of External Affairs (MEA), Telephone Directory"
mecl.gov.in,Mineral Exploration Corporation Limited (MECL)
meconlimited.co.in,MECON Limited
medialabasia.in,Media Lab Asia
medind.nic.in,medIND - Indian Medlars Centre
meity.gov.in,Ministry of Electronics and Information Technology
mepz.gov.in,Madras Special Economic Zone (MEPZ)
merical.ac.in,"Marine Engineering & Research Institute (MERI), Kolkata"
mes.gov.in,Military Engineering Service (MES)
metnet.imd.gov.in,"METNET : An e-Governance Intra-IMD Portal, New Delhi"
metrorailnagpur.com,Nagpur Metro Rail Corporation Limited (NMRCL)
mgiri.org,Mahatma Gandhi Institute for Rural Industrialization (MGIRI)
mgisc.gov.in,"Mahatma Gandhi International Sanitation Convention (MGISC): 29 September 29 to 2 October 2018, New Delhi"
mgov.gov.in,Mobile Seva - The National Mobile Governance Initiative
mgsird.org,"Mahatma Gandhi State Institute of Rural Development, Jabalpur, Madhya Pradesh."
mha.gov.in,Ministry of Home Affairs
mhrd.gov.in,Ministry of Human Resource Development
mhrdnats.gov.in,National Apprenticeship Training Scheme (NATS)
mib.gov.in,Ministry of Information and Broadcasting
mic.gov.in,"MHRD’s Innovation Cell (MIC), Ministry of Human Resource Development (MHRD)"
micensus.gov.in,"Minor Irrigation Census, New Delhi"
midh.gov.in,Mission for Integrated Development of Horticulture (MIDH)
midhani.com,Mishra Dhatu Nigam Limited (MIDHANI)
mids.ac.in,Madras Institute of Development Studies (MIDS)
millets.res.in,Indian Institute of Millets Research (IIMR)
mines.gov.in,Ministry of Mines
ministryoftextiles.gov.in,Ministry of Textiles
minorityaffairs.gov.in,Ministry of Minority Affairs
mipuiaw.nic.in,"MIPUI AW - A Centralised  Public Grievances Redressal and Monitoring System, Mizoram"
mkisan.gov.in,mKisan - A Portal of Government of India for Farmer Centric Mobile Based Services
mksp.gov.in,"Mahila Kisan Sashaktikaran Pariyojana (MKSP), NRLM"
mmd.gov.in,"Mercantile Marine Department (MMD), Mumbai"
mmdchennai.in,"Mercantile Marine Department (MMD), Chennai"
mmtclimited.gov.in,Minerals and Metals Trading Corporation Limited (MMTC)
mnit.ac.in,"Malaviya National Institute of Technology, Jaipur (MNIT)"
mnnit.ac.in,"Motilal Nehru National Institute of Technology (MNNIT), Allahabad"
mnre.gov.in,Ministry of New and Renewable Energy
mobileseva.gov.in,"Mobile Seva - The National Mobile Governance Initiative, DeitY, Govt. of India"
mod.nic.in,Ministry of Defence
moef.gov.in,"Ministry of Environment, Forest and Climate Change"
moes.gov.in,Ministry of Earth Sciences
mofapp.nic.in:8080,Economic Survey 2017 - 2018
moflibraries.gov.in,"e-Granthalaya : Online Library Catalog, Ministry of Finance"
mofpi.nic.in,Ministry of Food Processing Industries
mohali.stpi.in,"Software Technology Parks of India (STPI), Mohali, Punjab"
mohfw-epw.gov.in,"Empowered Procurement Wing(EPW),Ministry of Health and Family Welfare (MoHFW)"
mohfw.gov.in,Department of Health and Family Welfare
mohfw.gov.in,Ministry of Health and Family Welfare
mohfw.nic.in,Directorate General of Health Services (DGHS)
mohua.gov.in,Ministry of Housing and Urban Affairs
moil.nic.in,Manganese Ore (India) Limited (MOIL)
moprngo.gov.in,NGO Portal by Ministry of Panchayati Raj
morth-owc.nic.in,"Over Dimensional/Over Weight Cargo Movement (ODC/OWC) Online Application, Ministry of Road Transport and Highways"
morth.gov.in,Ministry of Road Transport and Highways
mosdac.gov.in,"Meteorological and Oceanographic Satellite Data Archival Centre (MOSDAC), ISRO"
mospi.nic.in,Ministry of Statistics and Programme Implementation
motive.bsnl.co.in,BSNL Motive - Software Downloads
movehack.gov.in,MOVEHACK - Global Mobility Hackathon by NITI Aayog
mowr.gov.in,Ministry of Jal Shakti
mowr.gov.in,"Department of Water Resources, River Development and Ganga Rejuvenation"
mp.bsnl.co.in,Madhya Pradesh Telecom Circle
mp.nic.in,"Madhya Pradesh State Centre, National Informatics Centre (NIC)"
mp.nic.in,NIC Madhya Pradesh
mpa.gov.in,Ministry of Parliamentary Affairs
mpeda.gov.in,Marine Products Export Development Authority (MPEDA)
mpissr.org,"M.P.Institute of Social Science Research (MPISSR), Bhopal"
mplads.gov.in,Member of Parliament Local Area Development Scheme (MPLADS)
mppost.nic.in,"Madhya Pradesh Postal Circle, Department of Posts "
mptgoa.com,Mormugao Port Trust
mrcindia.org,Malaria Research Centre (MRC)
mrpl.co.in,Mangalore Refinary and Petrochemicals Limited
mrvc.indianrailways.gov.in,Mumbai Railway Vikas Corporation Limited (MRVC)
msbm.gov.in,Mobile App for Swachh Bharat Mission - Gramin (mSBM App) for Citizens
msme-diimphal.nic.in,"MSME-Development Institute, Imphal, Manipur"
msme-diimphal.nic.in,"MSME - Development Institute, Imphal, Manipur"
msme-tc-nr.gov.in,"MSME-Testing Centre, Okhla, New Delhi"
msme.gov.in,"Ministry of Micro, Small and Medium Enterprises"
msmedi-agartala.nic.in,"MSME - Development Institute, Agartala"
msmedi-chennai.gov.in,"MSME - Development Institute, Chennai"
msmedi-guwahati.gov.in,"MSME - Development Institute, Guwahati, Assam"
msmediagra.gov.in,"MSME - Development Institute, Agra, Uttar Pradesh"
msmediahmedabad.gov.in,"MSME - Development Institute, Ahmedabad, Gujarat"
msmediallahabad.gov.in,"MSME-Development Institute, Allahabad, Uttar Pradesh"
msmedibangalore.gov.in,"MSME - Development Institute, Bangalore, Karnataka"
msmedicuttack.gov.in,"MSME - Development Institute, Cuttack, Odisha"
msmedigoa.gov.in,"MSME - Development Institute, Goa"
msmedihaldwani.gov.in,"MSME - Development Institute, Haldwani, Uttarakhand"
msmedihimachal.nic.in,"MSME - Development Institute, Solan, Himachal Pradesh"
msmedihubli.gov.in,"MSME-Development Institute, Hubli, Karnataka"
msmedijaipur.gov.in,"MSME - Development Institute, Jaipur, Rajasthan"
msmedikanpur.gov.in,"MSME Development Institute Kanpur, Uttar Pradesh"
msmedikarnal.gov.in,"MSME - Development Institute, Karnal, Haryana"
msmedikolkata.gov.in,"MSME - Development Institute, Kolkata, West Bengal"
msmedildh.gov.in,"MSME-Development Institute, Ludhiana, Punjab"
msmedimumbai.gov.in,"MSME Development Institute, Mumbai"
msmedimzfpur.bih.nic.in,"MSME - Development Institute, Muzaffarpur"
msmedinagpur.gov.in,"MSME Development Institute, Nagpur"
msmedipatna.bih.nic.in,"MSME Development Institute, Patna, Bihar"
msmediraipur.gov.in,"MSME - Development Institute, Raipur, Chhattisgarh"
msmedithrissur.gov.in,"MSME-Development Institute, Thrissur, Kerala"
msmehyd.ap.nic.in,"MSME-Development Institute, Hyderabad, Andhra Pradesh"
msmeindore.nic.in,"MSME - Development Institute, Indore, Madhya Pradesh"
msmesupport.gov.in,"Micro Small & Medium Enterprises (MSME), Support and Outreach"
msmetc.com,"MSME - Testing Centre, Chennai"
msmetcmumbai.gov.in,"MSME - Testing Centre, Mumbai"
msmeti.gov.in,"MSME - Training Institute ,Thiruvalla & Ettumanur"
msmetoolroomkolkata.com,"Central Tool Room and Training Center - MSME, Kolkata"
msmetraining.gov.in,"Ministry of Micro, Small and Medium Enterprises - National MSME Trainee Database"
mso.gov.in,"Medical Stores Organisation, Ministry of Health and Family Welfare"
msrvvp.nic.in,"Maharsi Sandipani Rashtriya Veda Vidya Pratishtan, Ujjain, Madhya Pradesh"
mssurvey.nic.in,Survey of Manual Scavengers in Statutory Towns
mstcindia.co.in,"MSTC Limited, New Delhi"
mtechadm.iitm.ac.in,"DoMS, Managment Studies, Indian Institute of Technology Madras"
mtnlmumbai.in,"Mahanagar Telephone Nigam Limited (MTNL), Mumbai"
mtp.indianrailways.gov.in,"Metro Railway, Kolkata"
mudra.org.in,Micro Units Development & Refinance Agency (MUDRA)
mumbai.stpi.in,"Software Technology Parks of India (STPI), Mumbai, Maharashtra"
mumbaicustoms3.gov.in,Chief Commissioner of Customs (Preventive) - Mumbai Zone III
mumbaicustomszone1.gov.in,"Mumbai Customs Zone-1, Dept. of Revenue, Ministry of Finance"
mumbaiport.gov.in,Mumbai Port Trust
mundracustoms.gov.in,"Office of the Principal Commissioner of Customs, Mundra Port, Kachchh, Gujarat"
mwrra.org,Maharashtra Water Resources Regulatory Authority (MWRRA)
my.msme.gov.in,"My MSME - Ease of Doing Business Initiative by Ministry of Micro, Small & Medium Enterprises (MSME)"
mygov.in,MyGov: A Platform for Citizen Engagement towards Good Governance in India
mylpg.in,My LPG.in - Join PAHAL (DBTL) and avail regular LPG Services Online
mysmartfleet.com,SmartFleet - Bharat Petroleum Corporation Limited (BPCL)
myutiitsl.com,Online Application for allotment of Permanent Account Number (PAN Card)
myvisit.gov.in,MyVisit : Visitor Management Simplified for Government and Citizens
naa.gov.in,National Anti-profiteering Authority (NAA)
naaa.gov.in,"National Academy of Audit and Accounts, Shimla, HP, India"
naac.gov.in,National Assessment and Accrediation Council
naarm.ernet.in,National Academy of Agricultural Research Management (NAARM)
